state;state_abbreviation;county;fips;party;candidate;votes;fraction_votes
Pennsylvania;PA;Franklin;42055;Republican;Donald Trump;15631;0.5770000000000001
Pennsylvania;PA;Greene;42059;Republican;Donald Trump;2478;0.6559999999999999
Pennsylvania;PA;Lehigh;42077;Republican;John Kasich;7064;0.188
Pennsylvania;PA;McKean;42083;Republican;John Kasich;927;0.154
Pennsylvania;PA;Mifflin;42087;Republican;Ted Cruz;1788;0.244
Pennsylvania;PA;Tioga;42117;Republican;Donald Trump;4421;0.612
Pennsylvania;PA;Warren;42123;Republican;Ted Cruz;1642;0.248
Rhode Island;RI;Bristol;94400002;Democrat;Hillary Clinton;1165;0.466
Rhode Island;RI;Lincoln;94400017;Democrat;Hillary Clinton;1008;0.42200000000000004
Rhode Island;RI;Little Compton;94400018;Democrat;Bernie Sanders;314;0.551
Rhode Island;RI;Charlestown;94400005;Republican;John Kasich;201;0.268
Rhode Island;RI;Glocester;94400013;Republican;Donald Trump;684;0.713
Rhode Island;RI;Jamestown;94400015;Republican;John Kasich;230;0.37799999999999995
Rhode Island;RI;Lincoln;94400017;Republican;John Kasich;423;0.23600000000000002
Rhode Island;RI;Little Compton;94400018;Republican;Donald Trump;268;0.623
Rhode Island;RI;North Providence;94400024;Republican;Donald Trump;960;0.72
Rhode Island;RI;Warren;94400034;Republican;Donald Trump;383;0.635
South Carolina;SC;Clarendon;45027;Democrat;Bernie Sanders;337;0.086
South Carolina;SC;Marion;45067;Democrat;Hillary Clinton;3359;0.8540000000000001
South Carolina;SC;Williamsburg;45089;Democrat;Hillary Clinton;4609;0.885
South Carolina;SC;Barnwell;45011;Republican;Ben Carson;171;0.066
South Carolina;SC;Charleston;45019;Republican;Jeb Bush;6140;0.11199999999999999
South Carolina;SC;Charleston;45019;Republican;Marco Rubio;15247;0.27899999999999997
South Carolina;SC;Chester;45023;Republican;Ben Carson;284;0.085
South Carolina;SC;Chester;45023;Republican;John Kasich;119;0.036000000000000004
South Carolina;SC;Chesterfield;45025;Republican;John Kasich;139;0.031
South Carolina;SC;Dillon;45033;Republican;John Kasich;65;0.024
South Carolina;SC;Hampton;45049;Republican;Jeb Bush;83;0.05
South Carolina;SC;Jasper;45053;Republican;Jeb Bush;119;0.04
South Carolina;SC;Jasper;45053;Republican;John Kasich;295;0.098
South Carolina;SC;Kershaw;45055;Republican;Donald Trump;3673;0.344
South Carolina;SC;Orangeburg;45075;Republican;Ted Cruz;1303;0.195
South Dakota;SD;Brookings;46011;Democrat;Bernie Sanders;901;0.485
South Dakota;SD;Codington;46029;Democrat;Hillary Clinton;828;0.562
South Dakota;SD;Kingsbury;46077;Democrat;Bernie Sanders;164;0.449
South Dakota;SD;Moody;46101;Democrat;Hillary Clinton;262;0.5589999999999999
South Dakota;SD;Potter;46107;Democrat;Bernie Sanders;54;0.478
South Dakota;SD;Turner;46125;Democrat;Bernie Sanders;178;0.434
South Dakota;SD;Davison;46035;Republican;Donald Trump;808;0.682
South Dakota;SD;Douglas;46043;Republican;Donald Trump;262;0.636
South Dakota;SD;Pennington;46103;Republican;Donald Trump;8162;0.6859999999999999
South Dakota;SD;Pennington;46103;Republican;John Kasich;1800;0.151
Tennessee;TN;Bradley;47011;Democrat;Hillary Clinton;1644;0.552
Tennessee;TN;Carroll;47017;Democrat;Bernie Sanders;307;0.28800000000000003
Tennessee;TN;Cocke;47029;Democrat;Hillary Clinton;463;0.556
Tennessee;TN;Franklin;47051;Democrat;Hillary Clinton;1590;0.648
Tennessee;TN;Jackson;47087;Democrat;Hillary Clinton;407;0.653
Tennessee;TN;Monroe;47123;Democrat;Bernie Sanders;596;0.308
Tennessee;TN;Putnam;47141;Democrat;Bernie Sanders;1692;0.45899999999999996
Tennessee;TN;Sevier;47155;Democrat;Bernie Sanders;1241;0.486
Tennessee;TN;Smith;47159;Democrat;Hillary Clinton;654;0.706
Tennessee;TN;Weakley;47183;Democrat;Hillary Clinton;860;0.632
Tennessee;TN;Anderson;47001;Republican;Marco Rubio;2340;0.218
Tennessee;TN;Cheatham;47021;Republican;John Kasich;211;0.037000000000000005
Tennessee;TN;Dickson;47043;Republican;Ben Carson;520;0.083
Tennessee;TN;Fentress;47049;Republican;Ben Carson;147;0.05
Tennessee;TN;Gibson;47053;Republican;Ben Carson;762;0.111
Tennessee;TN;Johnson;47091;Republican;John Kasich;102;0.036000000000000004
Tennessee;TN;Perry;47135;Republican;Ted Cruz;216;0.22
Tennessee;TN;Pickett;47137;Republican;Marco Rubio;143;0.12
Tennessee;TN;Roane;47145;Republican;Ted Cruz;2044;0.239
Tennessee;TN;Smith;47159;Republican;John Kasich;64;0.022000000000000002
Tennessee;TN;Sumner;47165;Republican;John Kasich;1175;0.045
Tennessee;TN;Trousdale;47169;Republican;Marco Rubio;91;0.098
Tennessee;TN;Union;47173;Republican;John Kasich;55;0.023
Tennessee;TN;Van Buren;47175;Republican;John Kasich;13;0.015
Tennessee;TN;Warren;47177;Republican;Marco Rubio;792;0.16399999999999998
Texas;TX;Andrews;48003;Democrat;Hillary Clinton;76;0.6609999999999999
Texas;TX;Concho;48095;Democrat;Hillary Clinton;27;0.6920000000000001
Texas;TX;Fisher;48151;Democrat;Bernie Sanders;146;0.344
Texas;TX;Galveston;48167;Democrat;Hillary Clinton;9435;0.682
Texas;TX;Goliad;48175;Democrat;Hillary Clinton;389;0.664
Texas;TX;Haskell;48207;Democrat;Hillary Clinton;159;0.5870000000000001
Texas;TX;Howard;48227;Democrat;Hillary Clinton;350;0.635
Texas;TX;Lee;48287;Democrat;Bernie Sanders;179;0.321
Texas;TX;Medina;48325;Democrat;Hillary Clinton;1070;0.698
Texas;TX;Menard;48327;Democrat;Hillary Clinton;23;0.561
Texas;TX;Rusk;48401;Democrat;Hillary Clinton;1114;0.7809999999999999
Texas;TX;Shackelford;48417;Democrat;Hillary Clinton;15;0.5
Texas;TX;Smith;48423;Democrat;Bernie Sanders;1984;0.254
Texas;TX;Sterling;48431;Democrat;Bernie Sanders;4;0.4
Texas;TX;Stonewall;48433;Democrat;Hillary Clinton;59;0.578
Texas;TX;Tarrant;48439;Democrat;Hillary Clinton;67590;0.6509999999999999
Texas;TX;Wilson;48493;Democrat;Hillary Clinton;1280;0.7140000000000001
Texas;TX;Aransas;48007;Republican;Donald Trump;2091;0.39299999999999996
Texas;TX;Bell;48027;Republican;Donald Trump;8110;0.258
Texas;TX;Bowie;48037;Republican;John Kasich;482;0.028999999999999998
Texas;TX;Burnet;48053;Republican;Marco Rubio;1573;0.155
Texas;TX;Caldwell;48055;Republican;Marco Rubio;729;0.158
Texas;TX;Cass;48067;Republican;Donald Trump;1604;0.29600000000000004
Texas;TX;Castro;48069;Republican;Ted Cruz;496;0.48100000000000004
Texas;TX;Chambers;48071;Republican;Marco Rubio;610;0.087
Texas;TX;Clay;48077;Republican;Marco Rubio;302;0.10300000000000001
Texas;TX;Crockett;48105;Republican;Marco Rubio;29;0.156
Texas;TX;Dallam;48111;Republican;Donald Trump;254;0.304
Texas;TX;Denton;48121;Republican;Donald Trump;24341;0.254
Texas;TX;Dimmit;48127;Republican;Ted Cruz;55;0.55
Texas;TX;Fayette;48149;Republican;Ben Carson;195;0.031
Massachusetts;MA;Scituate;92500264;Democrat;Hillary Clinton;1897;0.488
Massachusetts;MA;Shelburne;92500268;Democrat;Bernie Sanders;459;0.7340000000000001
Massachusetts;MA;Stoneham;92500284;Democrat;Bernie Sanders;2163;0.47
Massachusetts;MA;Sudbury;92500288;Democrat;Hillary Clinton;2478;0.598
Massachusetts;MA;Topsfield;92500298;Democrat;No Preference;12;0.009000000000000001
Massachusetts;MA;Wendell;92500319;Democrat;Hillary Clinton;88;0.23600000000000002
Massachusetts;MA;Wenham;92500320;Democrat;No Preference;5;0.006999999999999999
Massachusetts;MA;West Stockbridge;92500333;Democrat;Hillary Clinton;214;0.45899999999999996
Massachusetts;MA;Woburn;92500347;Democrat;Hillary Clinton;3532;0.479
Massachusetts;MA;Acton;92500002;Republican;John Kasich;754;0.325
Massachusetts;MA;Amesbury;92500007;Republican;Donald Trump;980;0.488
Massachusetts;MA;Ashby;92500012;Republican;John Kasich;61;0.113
Massachusetts;MA;Barre;92500021;Republican;John Kasich;70;0.10099999999999999
Massachusetts;MA;Bellingham;92500025;Republican;John Kasich;223;0.11699999999999999
Massachusetts;MA;Bernardston;92500029;Republican;Donald Trump;96;0.365
Massachusetts;MA;Boylston;92500039;Republican;Donald Trump;339;0.44799999999999995
Massachusetts;MA;Bridgewater;92500042;Republican;John Kasich;425;0.138
Massachusetts;MA;Brockton;92500044;Republican;Marco Rubio;500;0.121
Massachusetts;MA;Dartmouth;92500072;Republican;John Kasich;418;0.13699999999999998
Massachusetts;MA;Dover;92500078;Republican;Ted Cruz;78;0.069
Massachusetts;MA;Fall River;92500095;Republican;Ted Cruz;364;0.102
Massachusetts;MA;Franklin;92500101;Republican;Ted Cruz;401;0.092
Massachusetts;MA;Gloucester;92500107;Republican;John Kasich;551;0.185
Massachusetts;MA;Hadley;92500117;Republican;Ben Carson;10;0.02
Massachusetts;MA;Hingham;92500131;Republican;Ben Carson;75;0.019
Massachusetts;MA;Holden;92500134;Republican;Marco Rubio;608;0.20600000000000002
Massachusetts;MA;Lee;92500150;Republican;Ted Cruz;40;0.12300000000000001
Massachusetts;MA;Lincoln;92500157;Republican;Ted Cruz;39;0.057999999999999996
Massachusetts;MA;Maynard;92500174;Republican;John Kasich;211;0.19
Massachusetts;MA;Mendon;92500179;Republican;Marco Rubio;189;0.19399999999999998
Massachusetts;MA;Monson;92500191;Republican;Donald Trump;553;0.518
Massachusetts;MA;New Ashford;92500200;Republican;Donald Trump;11;0.39299999999999996
Massachusetts;MA;Norfolk;92500208;Republican;Marco Rubio;363;0.21
Massachusetts;MA;North Reading;92500217;Republican;Marco Rubio;498;0.191
Massachusetts;MA;Oak Bluffs;92500221;Republican;Ted Cruz;35;0.086
Massachusetts;MA;Orange;92500223;Republican;Ben Carson;38;0.049
Massachusetts;MA;Orange;92500223;Republican;Donald Trump;399;0.518
Massachusetts;MA;Plympton;92500240;Republican;John Kasich;72;0.134
Massachusetts;MA;Randolph;92500244;Republican;John Kasich;201;0.124
Massachusetts;MA;Reading;92500246;Republican;John Kasich;850;0.21899999999999997
Massachusetts;MA;Reading;92500246;Republican;Marco Rubio;791;0.204
Massachusetts;MA;Sandisfield;92500260;Republican;Ted Cruz;8;0.12300000000000001
Massachusetts;MA;Sheffield;92500267;Republican;John Kasich;3;0.013000000000000001
Massachusetts;MA;Southborough;92500276;Republican;Donald Trump;548;0.35600000000000004
Massachusetts;MA;Stockbridge;92500283;Republican;Marco Rubio;34;0.23399999999999999
Massachusetts;MA;Swampscott;92500291;Republican;Marco Rubio;324;0.18
Massachusetts;MA;Swansea;92500292;Republican;Marco Rubio;236;0.145
Massachusetts;MA;Swansea;92500292;Republican;Ted Cruz;156;0.096
Massachusetts;MA;Washington;92500313;Republican;John Kasich;10;0.185
Massachusetts;MA;Wayland;92500315;Republican;Donald Trump;462;0.28600000000000003
Massachusetts;MA;West Stockbridge;92500333;Republican;Ben Carson;7;0.07400000000000001
Michigan;MI;Benzie;26019;Democrat;Bernie Sanders;1650;0.648
Michigan;MI;Gogebic;26053;Democrat;Hillary Clinton;678;0.449
Michigan;MI;Isabella;26073;Democrat;Bernie Sanders;4024;0.657
Michigan;MI;Keweenaw;26083;Democrat;Bernie Sanders;188;0.584
Michigan;MI;Leelanau;26089;Democrat;Hillary Clinton;1459;0.377
Michigan;MI;Roscommon;26143;Democrat;Hillary Clinton;1163;0.473
Michigan;MI;Schoolcraft;26153;Democrat;Bernie Sanders;345;0.506
Michigan;MI;Hillsdale;26059;Republican;Donald Trump;3060;0.41100000000000003
Michigan;MI;Ingham;26065;Republican;John Kasich;7725;0.28
Michigan;MI;Osceola;26133;Republican;Marco Rubio;294;0.07
Michigan;MI;Ottawa;26139;Republican;Ted Cruz;23862;0.39799999999999996
Mississippi;MS;Grenada;28043;Democrat;Bernie Sanders;245;0.129
Mississippi;MS;Hancock;28045;Democrat;Bernie Sanders;531;0.368
Mississippi;MS;Hinds;28049;Democrat;Bernie Sanders;5723;0.153
Mississippi;MS;Issaquena;28055;Democrat;Bernie Sanders;20;0.10099999999999999
Mississippi;MS;Kemper;28069;Democrat;Hillary Clinton;1008;0.892
Mississippi;MS;Tallahatchie;28135;Democrat;Bernie Sanders;166;0.10800000000000001
Mississippi;MS;Walthall;28147;Democrat;Hillary Clinton;1111;0.885
Mississippi;MS;Clay;28025;Republican;John Kasich;172;0.076
Mississippi;MS;Copiah;28029;Republican;Marco Rubio;161;0.044000000000000004
Mississippi;MS;Humphreys;28053;Republican;John Kasich;62;0.077
Mississippi;MS;Lamar;28073;Republican;Donald Trump;5197;0.456
Mississippi;MS;Marion;28091;Republican;Donald Trump;2454;0.522
Mississippi;MS;Pontotoc;28115;Republican;Donald Trump;2320;0.41700000000000004
Mississippi;MS;Smith;28129;Republican;Marco Rubio;86;0.026000000000000002
Mississippi;MS;Tippah;28139;Republican;John Kasich;223;0.055999999999999994
Mississippi;MS;Tishomingo;28141;Republican;Ted Cruz;1228;0.34700000000000003
Mississippi;MS;Winston;28159;Republican;Donald Trump;1156;0.45899999999999996
Missouri;MO;Bollinger;29017;Democrat;Bernie Sanders;203;0.451
Missouri;MO;Christian;29043;Democrat;Bernie Sanders;3073;0.584
Missouri;MO;Christian;29043;Democrat;Hillary Clinton;2146;0.408
Missouri;MO;DeKalb;29063;Democrat;Bernie Sanders;328;0.578
Missouri;MO;Douglas;29067;Democrat;Bernie Sanders;384;0.581
Missouri;MO;Howard;29089;Democrat;Hillary Clinton;413;0.488
Missouri;MO;Lewis;29111;Democrat;Hillary Clinton;239;0.483
Missouri;MO;New Madrid;29143;Democrat;Hillary Clinton;691;0.642
Missouri;MO;Shelby;29205;Democrat;Hillary Clinton;240;0.511
Missouri;MO;Ste. Genevieve;29186;Democrat;Hillary Clinton;842;0.503
Missouri;MO;Stoddard;29207;Democrat;Bernie Sanders;489;0.41100000000000003
Missouri;MO;Sullivan;29211;Democrat;Hillary Clinton;177;0.598
Missouri;MO;Callaway;29027;Republican;Ted Cruz;3261;0.43200000000000005
Missouri;MO;Christian;29043;Republican;John Kasich;1181;0.059000000000000004
Missouri;MO;Clark;29045;Republican;John Kasich;77;0.065
Missouri;MO;Dallas;29059;Republican;John Kasich;179;0.049
Missouri;MO;Daviess;29061;Republican;John Kasich;105;0.083
Missouri;MO;Gasconade;29073;Republican;John Kasich;203;0.065
Missouri;MO;Greene;29077;Republican;Ted Cruz;26784;0.517
Missouri;MO;Henry;29083;Republican;Marco Rubio;191;0.052000000000000005
Missouri;MO;Lawrence;29109;Republican;Ted Cruz;4235;0.512
Missouri;MO;Monroe;29137;Republican;Marco Rubio;59;0.037000000000000005
Missouri;MO;Osage;29151;Republican;Marco Rubio;129;0.044000000000000004
Missouri;MO;Phelps;29161;Republican;John Kasich;553;0.073
Missouri;MO;Scotland;29199;Republican;Marco Rubio;25;0.031
Missouri;MO;Sullivan;29211;Republican;John Kasich;82;0.08199999999999999
Montana;MT;Carter;30011;Democrat;Hillary Clinton;21;0.447
Montana;MT;Custer;30017;Democrat;Hillary Clinton;476;0.511
Montana;MT;Garfield;30033;Democrat;Hillary Clinton;9;0.265
Montana;MT;Powell;30077;Democrat;Hillary Clinton;205;0.418
Montana;MT;Sweet Grass;30097;Democrat;Hillary Clinton;107;0.43
Montana;MT;Big Horn;30003;Republican;Donald Trump;1087;0.8059999999999999
Montana;MT;Carbon;30009;Republican;Ted Cruz;173;0.08900000000000001
Montana;MT;Treasure;30103;Republican;Donald Trump;143;0.7859999999999999
Nebraska;NE;Burt;31021;Democrat;Bernie Sanders;42;0.43799999999999994
Nebraska;NE;Burt;31021;Democrat;Hillary Clinton;54;0.563
Nebraska;NE;Custer;31041;Democrat;Hillary Clinton;20;0.35100000000000003
Nebraska;NE;Franklin;31061;Democrat;Bernie Sanders;9;0.45
Nebraska;NE;Hall;31079;Democrat;Hillary Clinton;299;0.447
Nebraska;NE;Jefferson;31095;Democrat;Hillary Clinton;41;0.414
Nebraska;NE;Perkins;31135;Democrat;Bernie Sanders;5;0.23800000000000002
Nebraska;NE;Richardson;31147;Democrat;Bernie Sanders;28;0.43799999999999994
Nebraska;NE;Seward;31159;Democrat;Hillary Clinton;86;0.415
Nebraska;NE;Sheridan;31161;Democrat;Hillary Clinton;10;0.385
Nebraska;NE;Adams;31001;Republican;John Kasich;486;0.10800000000000001
Nebraska;NE;Brown;31017;Republican;Ted Cruz;79;0.11
Nebraska;NE;Buffalo;31019;Republican;Ted Cruz;986;0.16699999999999998
Nebraska;NE;Dawes;31045;Republican;John Kasich;129;0.091
Nebraska;NE;Dodge;31053;Republican;Ted Cruz;575;0.13699999999999998
Nebraska;NE;Gage;31067;Republican;John Kasich;390;0.151
Nebraska;NE;Hamilton;31081;Republican;Ted Cruz;492;0.259
Nebraska;NE;Harlan;31083;Republican;Ted Cruz;151;0.214
Nebraska;NE;Logan;31113;Republican;Ted Cruz;60;0.226
Nevada;NV;Lander;32015;Democrat;Bernie Sanders;48;0.696
Vermont;VT;Vergennes;95000206;Republican;Ben Carson;16;0.063
Vermont;VT;Vergennes;95000206;Republican;Ted Cruz;26;0.102
Vermont;VT;Vernon;95000207;Republican;Marco Rubio;84;0.19399999999999998
Vermont;VT;Vershire;95000208;Republican;Ben Carson;0;0.0
Vermont;VT;Waitsfield;95000210;Republican;Marco Rubio;34;0.17800000000000002
Vermont;VT;Warren;95000215;Republican;Ben Carson;5;0.040999999999999995
Vermont;VT;Waterbury;95000217;Republican;Donald Trump;101;0.258
Vermont;VT;West Haven;95000225;Republican;Marco Rubio;3;0.071
Vermont;VT;West Windsor;95000230;Republican;Donald Trump;39;0.267
Vermont;VT;Westminster;95000226;Republican;Donald Trump;91;0.40299999999999997
Virginia;VA;Charlottesville;51540;Democrat;Hillary Clinton;3888;0.46399999999999997
Virginia;VA;Clarke;51043;Democrat;Hillary Clinton;625;0.514
Virginia;VA;Fairfax;51059;Democrat;Bernie Sanders;50217;0.364
Virginia;VA;Floyd;51063;Democrat;Bernie Sanders;935;0.7
Virginia;VA;Giles;51071;Democrat;Hillary Clinton;405;0.5579999999999999
Virginia;VA;Louisa;51109;Democrat;Hillary Clinton;1630;0.655
Virginia;VA;Nottoway;51135;Democrat;Hillary Clinton;829;0.7809999999999999
Virginia;VA;York;51199;Democrat;Bernie Sanders;2040;0.381
Virginia;VA;Albemarle;51003;Republican;Ben Carson;665;0.045
Virginia;VA;Albemarle;51003;Republican;Donald Trump;3661;0.24600000000000002
Virginia;VA;Bedford;51019;Republican;Ben Carson;1272;0.084
Virginia;VA;Caroline;51033;Republican;Ben Carson;274;0.085
Virginia;VA;Carroll;51035;Republican;John Kasich;169;0.038
Virginia;VA;Danville;51590;Republican;John Kasich;188;0.057
Virginia;VA;Dinwiddie;51053;Republican;Donald Trump;1457;0.52
Virginia;VA;Essex;51057;Republican;Donald Trump;446;0.382
Virginia;VA;Fredericksburg;51630;Republican;Donald Trump;708;0.311
Virginia;VA;Hampton;51650;Republican;John Kasich;614;0.064
Virginia;VA;Hopewell;51670;Republican;Ben Carson;77;0.044000000000000004
Virginia;VA;King and Queen;51097;Republican;John Kasich;37;0.044000000000000004
Virginia;VA;Lexington;51678;Republican;John Kasich;109;0.19899999999999998
Virginia;VA;Loudoun;51107;Republican;Ted Cruz;7696;0.149
Virginia;VA;Lunenburg;51111;Republican;Marco Rubio;293;0.221
Virginia;VA;Montgomery;51121;Republican;Ted Cruz;1662;0.168
Virginia;VA;Newport News;51700;Republican;Marco Rubio;4712;0.335
Virginia;VA;Northumberland;51133;Republican;John Kasich;226;0.094
Virginia;VA;Nottoway;51135;Republican;Ted Cruz;265;0.16399999999999998
Virginia;VA;Orange;51137;Republican;Donald Trump;2212;0.414
Virginia;VA;Page;51139;Republican;Ben Carson;195;0.07200000000000001
Virginia;VA;Page;51139;Republican;Ted Cruz;426;0.158
Virginia;VA;Poquoson;51735;Republican;Marco Rubio;993;0.327
Virginia;VA;Rappahannock;51157;Republican;John Kasich;98;0.07200000000000001
Virginia;VA;Richmond;51159;Republican;Donald Trump;306;0.369
Virginia;VA;Spotsylvania;51177;Republican;Ben Carson;1260;0.069
Virginia;VA;Warren;51187;Republican;Marco Rubio;1183;0.228
Virginia;VA;Winchester;51840;Republican;Marco Rubio;843;0.31
Washington;WA;Asotin;53003;Democrat;Bernie Sanders;43;0.672
Washington;WA;Spokane;53063;Democrat;Bernie Sanders;1199;0.7809999999999999
Washington;WA;Spokane;53063;Democrat;Hillary Clinton;333;0.217
Washington;WA;Ferry;53019;Republican;Donald Trump;949;0.816
Washington;WA;Island;53029;Republican;Ted Cruz;1460;0.14400000000000002
Washington;WA;Jefferson;53031;Republican;Donald Trump;2462;0.764
Washington;WA;Klickitat;53039;Republican;Ted Cruz;290;0.1
Washington;WA;Yakima;53077;Republican;John Kasich;1063;0.059000000000000004
West Virginia;WV;Boone;54005;Democrat;Bernie Sanders;2410;0.52
West Virginia;WV;Clay;54015;Democrat;Bernie Sanders;754;0.51
West Virginia;WV;Hancock;54029;Democrat;Bernie Sanders;2275;0.541
West Virginia;WV;Lincoln;54043;Democrat;Bernie Sanders;1510;0.47200000000000003
West Virginia;WV;Marion;54049;Democrat;Bernie Sanders;5324;0.524
West Virginia;WV;Randolph;54083;Democrat;Bernie Sanders;2492;0.523
West Virginia;WV;Cabell;54011;Republican;John Kasich;920;0.107
West Virginia;WV;Doddridge;54017;Republican;Ted Cruz;140;0.08900000000000001
West Virginia;WV;Mingo;54059;Republican;Donald Trump;1161;0.895
West Virginia;WV;Nicholas;54067;Republican;John Kasich;125;0.047
West Virginia;WV;Ohio;54069;Republican;John Kasich;713;0.13
Wisconsin;WI;Dane;55025;Democrat;Bernie Sanders;102585;0.626
Wisconsin;WI;Dane;55025;Democrat;Hillary Clinton;61072;0.373
Wisconsin;WI;Jackson;55053;Democrat;Bernie Sanders;1845;0.584
Wisconsin;WI;Marathon;55073;Democrat;Bernie Sanders;11655;0.589
Wisconsin;WI;Marquette;55077;Democrat;Hillary Clinton;994;0.42700000000000005
Wisconsin;WI;Polk;55095;Democrat;Bernie Sanders;2473;0.527
Wisconsin;WI;Waukesha;55133;Democrat;Hillary Clinton;24784;0.484
Wisconsin;WI;Iowa;55049;Republican;John Kasich;825;0.201
Wisconsin;WI;Jefferson;55055;Republican;John Kasich;2563;0.141
Wisconsin;WI;Milwaukee;55079;Republican;Donald Trump;29516;0.261
